context,text,label,preprocessed
"PHOEBE: Oh so pretty, this must have cost him a fortune. | CHANDLER: Oh c'mon Ross, remember back in college when he fell in love with Carol and bought the ridiculosly expensive crustal duck? | RACHEL: What did you just say? | CHANDLER: Crustal duck. | RACHEL: No, no, no, the love part? Oh my god!","JOEY: ThatÕs good, just keep rubbing your head. That will turn back time",1,"Context: PHOEBE: Oh so pretty, this must have cost him a fortune.
CHANDLER: Oh c'mon Ross, remember back in college when he fell in love with Carol and bought the ridiculosly expensive crustal duck?
RACHEL: What did you just say?
CHANDLER: Crustal duck.
RACHEL: No, no, no, the love part? Oh my god! Response: JOEY: ThatÕs good, just keep rubbing your head. That will turn back time"
"MODERATOR: Scott scott come back. You have to realize that we are a bunch of people with severe problems. | MODERATOR: We have been trying to help ourselves, just like you have been trying to help yourself. | MODERATOR: That's why we need to help each other. | MODERATOR: I mean, you seem like a decent guy.",MODERATOR: And I am sure every person here really really wants you to join our group.,1,"Context: MODERATOR: Scott scott come back. You have to realize that we are a bunch of people with severe problems.
MODERATOR: We have been trying to help ourselves, just like you have been trying to help yourself.
MODERATOR: That's why we need to help each other.
MODERATOR: I mean, you seem like a decent guy. Response: MODERATOR: And I am sure every person here really really wants you to join our group."
CHANDLER: Could you want her more? | ROSS: Who?,CHANDLER: Dee. The sarcastic sister from What's Happening.,1,"Context: CHANDLER: Could you want her more?
ROSS: Who? Response: CHANDLER: Dee. The sarcastic sister from What's Happening."
"CHANDLER: What what? | JOEY: Hey, shaving?","CHANDLER: No, rabies.",1,"Context: CHANDLER: What what?
JOEY: Hey, shaving? Response: CHANDLER: No, rabies."
"RAJ: Here you go. | HOWARD: Great. Come on in. | RAJ: What, you don't say thank you? | HOWARD: It's my suitcase.
I lent it to you two years ago. | RAJ: Well, then, I should tell you I broke the wheel and the handle. | RAJ: So, is everyone from Bernadette's company going to Vegas?","HOWARD: No, just me, her and a couple of the big wigs. It's part of a bonus she got.",0,"Context: RAJ: Here you go.
HOWARD: Great. Come on in.
RAJ: What, you don't say thank you?
HOWARD: It's my suitcase. I lent it to you two years ago.
RAJ: Well, then, I should tell you I broke the wheel and the handle.
RAJ: So, is everyone from Bernadette's company going to Vegas? Response: HOWARD: No, just me, her and a couple of the big wigs. It's part of a bonus she got."
"AMY: Oh... then I choose a janitor.
'Cause I'm about to throw up. | LEONARD: I'm in love.
Let's do something else. | RAJ: Ooh, uh, Emily gets off work soon.
Why don't the four of us go out? | AMY: Okay. Sounds good. | LEONARD: Should we call Howard and Bernadette? | RAJ: I don't know what time their plane gets in, but let me, let me shoot them a text. | AMY: Did he say anything about the funeral?","RAJ: Not much, but he seemed to be in a pretty good place.",0,"Context: AMY: Oh... then I choose a janitor. 'Cause I'm about to throw up.
LEONARD: I'm in love. Let's do something else.
RAJ: Ooh, uh, Emily gets off work soon. Why don't the four of us go out?
AMY: Okay. Sounds good.
LEONARD: Should we call Howard and Bernadette?
RAJ: I don't know what time their plane gets in, but let me, let me shoot them a text.
AMY: Did he say anything about the funeral? Response: RAJ: Not much, but he seemed to be in a pretty good place."
"LEONARD: Robot girlfriend. | HOWARD: Mm, that was mine. | LEONARD: Robot prostitute. | HOWARD: Also mine. | SHELDON: Wait. I'm confused. 
Why would you need both a robot girlfriend and a robot prostitute? | HOWARD: There's just some things you don't do with your robot girlfriend.
Boy, when you met Bernadette,","RAJ: Boy, when you met Bernadette, the field of robotics really took a hit.",1,"Context: LEONARD: Robot girlfriend.
HOWARD: Mm, that was mine.
LEONARD: Robot prostitute.
HOWARD: Also mine.
SHELDON: Wait. I'm confused. Why would you need both a robot girlfriend and a robot prostitute?
HOWARD: There's just some things you don't do with your robot girlfriend. Boy, when you met Bernadette, Response: RAJ: Boy, when you met Bernadette, the field of robotics really took a hit."
ROSE: But I am still upset. | BLANCHE: Are you upset because you don't know what to do about Al?,"DOROTHY: No, she I supset because Jimmy Swaager can't cover his motel bill",1,"Context: ROSE: But I am still upset.
BLANCHE: Are you upset because you don't know what to do about Al? Response: DOROTHY: No, she I supset because Jimmy Swaager can't cover his motel bill"
ROSE: How would I know if they fog up?,"DOROTHY: The little man who lives in there, who turns the light on and off will tell you.",1,"Context: ROSE: How would I know if they fog up? Response: DOROTHY: The little man who lives in there, who turns the light on and off will tell you."
"LEONARD: Hey. | PENNY: Hey. | LEONARD: A little mood lighting, huh?","PENNY: When I didn't pay my bill, the Department of Water and Power thought I would enjoy the ambience.",1,"Context: LEONARD: Hey.
PENNY: Hey.
LEONARD: A little mood lighting, huh? Response: PENNY: When I didn't pay my bill, the Department of Water and Power thought I would enjoy the ambience."
"PENNY: My God, she didn't! | LEONARD: What could she possibly be talking about for so long?","SHELDON: Obviously, waitressing at The Cheese Cake Factory is a complex socio-economic activity that requires a great deal of analysis and planning.",1,"Context: PENNY: My God, she didn't!
LEONARD: What could she possibly be talking about for so long? Response: SHELDON: Obviously, waitressing at The Cheese Cake Factory is a complex socio-economic activity that requires a great deal of analysis and planning."
"RACHEL: Okay, well then how about a handshake? Oh God I'm sorry! Oh God, I'm sorry!","RACHEL: I did not mean to touch that,I mean",0,"Context: RACHEL: Okay, well then how about a handshake? Oh God I'm sorry! Oh God, I'm sorry! Response: RACHEL: I did not mean to touch that,I mean"
"CHANDLER: I can't figure this out! It's so hard! Should I get her a  Tiffany cut or a Princess cut or a,ah-ah!",CHANDLER: Paper cut!,0,"Context: CHANDLER: I can't figure this out! It's so hard! Should I get her a Tiffany cut or a Princess cut or a,ah-ah! Response: CHANDLER: Paper cut!"
JOEY: Hey | CHANDLER: Hey,"CHANDLER: You know once you are inside, you don't have to knock anymore.",1,"Context: JOEY: Hey
CHANDLER: Hey Response: CHANDLER: You know once you are inside, you don't have to knock anymore."
"CHANDLER: Oh, uh, I... don't... care. Ok, now, remember, no trading. You get the pretty one, I get the mess.","PERSON: Hi, Joey. Well well, look what you brought. Very nice.",0,"Context: CHANDLER: Oh, uh, I... don't... care. Ok, now, remember, no trading. You get the pretty one, I get the mess. Response: PERSON: Hi, Joey. Well well, look what you brought. Very nice."
RACHEL: Hey Chandler? Monica just broke my sea-shell lamp.,CHANDLER: Me? I am gonna die alone!,1,Context: RACHEL: Hey Chandler? Monica just broke my sea-shell lamp. Response: CHANDLER: Me? I am gonna die alone!
"JOEY: Uhh, well I've got an audition down the street and I spilled sauce all over the front of my shirt.  You got an extra one? | RACHEL: Yeah, sure. Umm .. here. | JOEY: Great.  You got anything that's not","RACHEL: Yeah, I don't think so Joe.",0,"Context: JOEY: Uhh, well I've got an audition down the street and I spilled sauce all over the front of my shirt. You got an extra one?
RACHEL: Yeah, sure. Umm .. here.
JOEY: Great. You got anything that's not Response: RACHEL: Yeah, I don't think so Joe."
"MONICA: Hey guys, what should I wear to a Nick's game?",CHANDLER: A tshirt that says - I don't belong here.,1,"Context: MONICA: Hey guys, what should I wear to a Nick's game? Response: CHANDLER: A tshirt that says - I don't belong here."
"MONICA: Oh, about five minutes. Right now they're interviewing his opponent. Apparently he trains by going to Iran and pulling the arms off thieves. | ROSS: Hot dog? | MONICA: Four, please. I'm really nervous. Thank you.","PHOEBE: So Ross, how umm, how did it go with Bonnie?",0,"Context: MONICA: Oh, about five minutes. Right now they're interviewing his opponent. Apparently he trains by going to Iran and pulling the arms off thieves.
ROSS: Hot dog?
MONICA: Four, please. I'm really nervous. Thank you. Response: PHOEBE: So Ross, how umm, how did it go with Bonnie?"
"PENNY: Come on. I think it's nice that Captain Sweatpants showed up to your art opening. | PERSON: Yeah, it would have been nicer if he hadn't touched all the cheese. | PENNY: You know, it's kind of early.
Do you want to maybe come in for some coffee? | PERSON: Gee, it's a little late for coffee, isn't it?","PENNY: You think ""coffee,"" means coffee. That is so sweet.",1,"Context: PENNY: Come on. I think it's nice that Captain Sweatpants showed up to your art opening.
PERSON: Yeah, it would have been nicer if he hadn't touched all the cheese.
PENNY: You know, it's kind of early. Do you want to maybe come in for some coffee?
PERSON: Gee, it's a little late for coffee, isn't it? Response: PENNY: You think ""coffee,"" means coffee. That is so sweet."
"PENNY: What exactly do you think goes on here? | SHELDON: Well...
conversations that you wouldn't be comfortable having in front of the opposite sex. | SHELDON: You know, who has the best cervix. | SHELDON: Which sanitary napkin is all the rage right now. | SHELDON: Men's buttocks, and how you want to pat and squeeze them. | BERNADETTE: We were talking about Penny's job.","SHELDON: And how difficult it is to do when she's bloated, cranky and crampy?",0,"Context: PENNY: What exactly do you think goes on here?
SHELDON: Well... conversations that you wouldn't be comfortable having in front of the opposite sex.
SHELDON: You know, who has the best cervix.
SHELDON: Which sanitary napkin is all the rage right now.
SHELDON: Men's buttocks, and how you want to pat and squeeze them.
BERNADETTE: We were talking about Penny's job. Response: SHELDON: And how difficult it is to do when she's bloated, cranky and crampy?"
"CHANDLER: You know what I knew something like this is gonna happen | MONICA: What are you doing? Chandler, you can't just go back a phase","CHANDLER: Yes you can. You're thinking about time, you can't go back in time.",0,"Context: CHANDLER: You know what I knew something like this is gonna happen
MONICA: What are you doing? Chandler, you can't just go back a phase Response: CHANDLER: Yes you can. You're thinking about time, you can't go back in time."
"CHANDLER: Your tailor, is a very bad man. | JOEY: Frankie what are you talking about? | ROSS: Hey, whats going on? | CHANDLER: Joey' trailer took advantage of me | JOEY: No way, I have been going to the guy for twelve years | CHANDLER: Oh c'mon, he said he was gonna do my inseam, then he ran his hand, up my leg and then there was definite | ROSS: What? | CHANDLER: Cupping. | JOEY: That's how they do pants. First they go up they move it over, then they go up the other side and move it back, then they do the rear. What? Ross will you tell them? Isn't that how a tailor measures ?",ROSS: Yes yes it is! In Prison!!,1,"Context: CHANDLER: Your tailor, is a very bad man.
JOEY: Frankie what are you talking about?
ROSS: Hey, whats going on?
CHANDLER: Joey' trailer took advantage of me
JOEY: No way, I have been going to the guy for twelve years
CHANDLER: Oh c'mon, he said he was gonna do my inseam, then he ran his hand, up my leg and then there was definite
ROSS: What?
CHANDLER: Cupping.
JOEY: That's how they do pants. First they go up they move it over, then they go up the other side and move it back, then they do the rear. What? Ross will you tell them? Isn't that how a tailor measures ? Response: ROSS: Yes yes it is! In Prison!!"
"CHANDLER: How many times have I told you guys, you | MONICA: Hi Chandler. | CHANDLER: Hey!","MONICA: Uh, listen, I need that broiling pan that Joey borrowed the other day.",0,"Context: CHANDLER: How many times have I told you guys, you
MONICA: Hi Chandler.
CHANDLER: Hey! Response: MONICA: Uh, listen, I need that broiling pan that Joey borrowed the other day."
LEONARD: Can you open this for me? | RAJ: Can I see your stitches? | LEONARD: Sure.,RAJ: Answering the question once and for all why Wolowitz bailed out of medical school.,0,"Context: LEONARD: Can you open this for me?
RAJ: Can I see your stitches?
LEONARD: Sure. Response: RAJ: Answering the question once and for all why Wolowitz bailed out of medical school."
"CHANDLER: Hi, excuse me, is Rachel Green here? I'm supposed to meet her for lunch. | PERSON: Oh she doesn't come here anymore. You can find her up on 10th. | CHANDLER: Okay great.",CHANDLER: I'll catch you guys later.,0,"Context: CHANDLER: Hi, excuse me, is Rachel Green here? I'm supposed to meet her for lunch.
PERSON: Oh she doesn't come here anymore. You can find her up on 10th.
CHANDLER: Okay great. Response: CHANDLER: I'll catch you guys later."
"SHELDON: Pastries such as bear claws? | PENNY: Yeah, sure. | SHELDON: I don't like bear claws. | PERSON: Hey, Penny. | PERSON: Dumbass. | SHELDON: Leslie Winkle. | SHELDON: Of all the overrated physicists in all the labs in all the world, why does it have to be Leslie Winkle? | PENNY: They have a lot in common. I mean, they're both scientists.","SHELDON: Oh, please. The only way she could make a contribution to science would be if they resumed sending chimps into space.",1,"Context: SHELDON: Pastries such as bear claws?
PENNY: Yeah, sure.
SHELDON: I don't like bear claws.
PERSON: Hey, Penny.
PERSON: Dumbass.
SHELDON: Leslie Winkle.
SHELDON: Of all the overrated physicists in all the labs in all the world, why does it have to be Leslie Winkle?
PENNY: They have a lot in common. I mean, they're both scientists. Response: SHELDON: Oh, please. The only way she could make a contribution to science would be if they resumed sending chimps into space."
"ROSS: Yeah, I know, it's my birthday. We all should be here. | CHANDLER: So, let's go. | ROSS: Well maybe, you know, maybe we should stay for one song.","CHANDLER: Yeah, I mean, it would be rude to them for us to leave now.",1,"Context: ROSS: Yeah, I know, it's my birthday. We all should be here.
CHANDLER: So, let's go.
ROSS: Well maybe, you know, maybe we should stay for one song. Response: CHANDLER: Yeah, I mean, it would be rude to them for us to leave now."
"CHANDLER: Rach rach, we gotta settle | RACHEL: Settle what?","CHANDLER: The Jamestown colony of Virginia. You see King George is giving us the land, so.",1,"Context: CHANDLER: Rach rach, we gotta settle
RACHEL: Settle what? Response: CHANDLER: The Jamestown colony of Virginia. You see King George is giving us the land, so."
"PHOEBE: It's just y'know, been a couple of hours, and she hasn't called. Not that I even care, y'know. | MONICA: Phoebe why don't you just call her? You obviously want to. | PHOEBE: You think you know me so well.","MONICA: Well, don't  'cha wanna?",0,"Context: PHOEBE: It's just y'know, been a couple of hours, and she hasn't called. Not that I even care, y'know.
MONICA: Phoebe why don't you just call her? You obviously want to.
PHOEBE: You think you know me so well. Response: MONICA: Well, don't 'cha wanna?"
ROSS: Ok it was just me and her at the back of the train and I sat at the door so she had to pass by me if she like to switch cars. She was totally at my mercy.,CHANDLER: Were you so late because you were burying this woman?,1,Context: ROSS: Ok it was just me and her at the back of the train and I sat at the door so she had to pass by me if she like to switch cars. She was totally at my mercy. Response: CHANDLER: Were you so late because you were burying this woman?
"BLANCHE: They are ain't here yet | DOROTHY: No, but they should be any minute | ROSE: You seem a little nervous. | DOROTHY: Oh you're sure I am | ROSE: Are you nervous cause you haven't met Michael's fiancee?","DOROTHY: No Rose, I am nervous because Sonny Bono gets elected mayor of Palm Springs, he is gonna make all the postmens wear leather bell bottoms and a fur vest.",1,"Context: BLANCHE: They are ain't here yet
DOROTHY: No, but they should be any minute
ROSE: You seem a little nervous.
DOROTHY: Oh you're sure I am
ROSE: Are you nervous cause you haven't met Michael's fiancee? Response: DOROTHY: No Rose, I am nervous because Sonny Bono gets elected mayor of Palm Springs, he is gonna make all the postmens wear leather bell bottoms and a fur vest."
BLANCHE: Have you found her?,"DOROTHY: Oh yes Blanche, about a half hour ago. But now I have hidden her again so you can find her.",1,"Context: BLANCHE: Have you found her? Response: DOROTHY: Oh yes Blanche, about a half hour ago. But now I have hidden her again so you can find her."
"JOEY: Hey! Hey! What are you guys doing up? | CHANDLER: Oh, we wanted to finish the crossword before we went to bed.","CHANDLER: Hey, do you know a six-letter word for red?",0,"Context: JOEY: Hey! Hey! What are you guys doing up?
CHANDLER: Oh, we wanted to finish the crossword before we went to bed. Response: CHANDLER: Hey, do you know a six-letter word for red?"
"SHELDON: Hello. | SHELDON: Uh, four glasses of water, please. | SHELDON: Anything for you guys? | LEONARD: Can I use your phone? 
Our car got stolen.",PERSON: Why don't you ask Scotty to beam you up?,1,"Context: SHELDON: Hello.
SHELDON: Uh, four glasses of water, please.
SHELDON: Anything for you guys?
LEONARD: Can I use your phone? Our car got stolen. Response: PERSON: Why don't you ask Scotty to beam you up?"
"JOEY: What are you doing? | CHANDLER: Key is stuck in the lock. | JOEY: I could fix it hold on hold on, watch out watch out. | CHANDLER: It still doesn't work! | JOEY: I am not finished.","CHANDLER: Nice jon Joe, you are quite the craftsman!",1,"Context: JOEY: What are you doing?
CHANDLER: Key is stuck in the lock.
JOEY: I could fix it hold on hold on, watch out watch out.
CHANDLER: It still doesn't work!
JOEY: I am not finished. Response: CHANDLER: Nice jon Joe, you are quite the craftsman!"
"PHOEBE: Hi! | JOEY: Hey! | JOEY: Uh, Pheebs, about your mom...",PHOEBE: Yeah?,0,"Context: PHOEBE: Hi!
JOEY: Hey!
JOEY: Uh, Pheebs, about your mom... Response: PHOEBE: Yeah?"
"RACHEL: Yes! And he said really mean things that were only partly true. | JOEY: I'm gonna go down there and teach that guy a lesson. | MONICA: Joey, please don't do that. I think it's best that we just forget about it.","RACHEL: That's easy for you to say, you weren't almost just killed.",1,"Context: RACHEL: Yes! And he said really mean things that were only partly true.
JOEY: I'm gonna go down there and teach that guy a lesson.
MONICA: Joey, please don't do that. I think it's best that we just forget about it. Response: RACHEL: That's easy for you to say, you weren't almost just killed."
"RAJ: Oh, look at you.
You, you look like you grew. | HOWARD: Yeah.
The lack of gravity did decompress my spine, so I'm like an inch and a half taller. | HOWARD: I'm going to the DMV tomorrow to get my license changed before I shrink back. | RAJ: Oh, uh, come in, come in. | RAJ: Oh, I, uh, I didn't think I was going to get to see you until tomorrow.","HOWARD: Yeah, well, Bernadette's a little under the weather and my mom's kind of under my dentist.",0,"Context: RAJ: Oh, look at you. You, you look like you grew.
HOWARD: Yeah. The lack of gravity did decompress my spine, so I'm like an inch and a half taller.
HOWARD: I'm going to the DMV tomorrow to get my license changed before I shrink back.
RAJ: Oh, uh, come in, come in.
RAJ: Oh, I, uh, I didn't think I was going to get to see you until tomorrow. Response: HOWARD: Yeah, well, Bernadette's a little under the weather and my mom's kind of under my dentist."
SCOTT: Alright! Definitely!,MEMBER-GIRL: Sarcasm? At a sarcasmoholics meeting?,1,Context: SCOTT: Alright! Definitely! Response: MEMBER-GIRL: Sarcasm? At a sarcasmoholics meeting?
"HOWARD: he used to... take me to the comic book store. | HOWARD: It was one of the few things we did together. | BERNADETTE: Oh. Howie, I had no idea. | HOWARD: Well, I don't... like to talk about it. | BERNADETTE: Oh, baby. 
That story's made up, isn't it?",HOWARD: That's how much buying a comic book store means to me.,0,"Context: HOWARD: he used to... take me to the comic book store.
HOWARD: It was one of the few things we did together.
BERNADETTE: Oh. Howie, I had no idea.
HOWARD: Well, I don't... like to talk about it.
BERNADETTE: Oh, baby. That story's made up, isn't it? Response: HOWARD: That's how much buying a comic book store means to me."
