context,text,label,preprocessed
"PHOEBE: Oh so pretty, this must have cost him a fortune. | CHANDLER: Oh c'mon Ross, remember back in college when he fell in love with Carol and bought the ridiculosly expensive crustal duck? | RACHEL: What did you just say? | CHANDLER: Crustal duck. | RACHEL: No, no, no, the love part? Oh my god!","JOEY: ThatÕs good, just keep rubbing your head. That will turn back time",1,"speaker: oh so pretty, this must have cost him a fortune.. speaker: oh c'mon ross, remember back in college when he fell in love with carol and bought the ridiculosly expensive crustal duck?. speaker: what did you just say?. speaker: crustal duck.. speaker: no, no, no, the love part? oh my god!"
"MODERATOR: Scott scott come back. You have to realize that we are a bunch of people with severe problems. | MODERATOR: We have been trying to help ourselves, just like you have been trying to help yourself. | MODERATOR: That's why we need to help each other. | MODERATOR: I mean, you seem like a decent guy.",MODERATOR: And I am sure every person here really really wants you to join our group.,1,"speaker: scott scott come back. you have to realize that we are a bunch of people with severe problems.. speaker: we have been trying to help ourselves, just like you have been trying to help yourself.. speaker: that's why we need to help each other.. speaker: i mean, you seem like a decent guy."
CHANDLER: Could you want her more? | ROSS: Who?,CHANDLER: Dee. The sarcastic sister from What's Happening.,1,speaker: could you want her more?. speaker: who?
"CHANDLER: What what? | JOEY: Hey, shaving?","CHANDLER: No, rabies.",1,"speaker: what what?. speaker: hey, shaving?"
"RAJ: Here you go. | HOWARD: Great. Come on in. | RAJ: What, you don't say thank you? | HOWARD: It's my suitcase.
I lent it to you two years ago. | RAJ: Well, then, I should tell you I broke the wheel and the handle. | RAJ: So, is everyone from Bernadette's company going to Vegas?","HOWARD: No, just me, her and a couple of the big wigs. It's part of a bonus she got.",0,"speaker: here you go.. speaker: great. come on in.. speaker: what, you don't say thank you?. speaker: it's my suitcase. i lent it to you two years ago.. speaker: well, then, i should tell you i broke the wheel and the handle.. speaker: so, is everyone from bernadette's company going to vegas?"
"AMY: Oh... then I choose a janitor.
'Cause I'm about to throw up. | LEONARD: I'm in love.
Let's do something else. | RAJ: Ooh, uh, Emily gets off work soon.
Why don't the four of us go out? | AMY: Okay. Sounds good. | LEONARD: Should we call Howard and Bernadette? | RAJ: I don't know what time their plane gets in, but let me, let me shoot them a text. | AMY: Did he say anything about the funeral?","RAJ: Not much, but he seemed to be in a pretty good place.",0,"speaker: oh... then i choose a janitor. 'cause i'm about to throw up.. speaker: i'm in love. let's do something else.. speaker: ooh, uh, emily gets off work soon. why don't the four of us go out?. speaker: okay. sounds good.. speaker: should we call howard and bernadette?. speaker: i don't know what time their plane gets in, but let me, let me shoot them a text.. speaker: did he say anything about the funeral?"
"LEONARD: Robot girlfriend. | HOWARD: Mm, that was mine. | LEONARD: Robot prostitute. | HOWARD: Also mine. | SHELDON: Wait. I'm confused. 
Why would you need both a robot girlfriend and a robot prostitute? | HOWARD: There's just some things you don't do with your robot girlfriend.
Boy, when you met Bernadette,","RAJ: Boy, when you met Bernadette, the field of robotics really took a hit.",1,"speaker: robot girlfriend.. speaker: mm, that was mine.. speaker: robot prostitute.. speaker: also mine.. speaker: wait. i'm confused. why would you need both a robot girlfriend and a robot prostitute?. speaker: there's just some things you don't do with your robot girlfriend. boy, when you met bernadette,"
ROSE: But I am still upset. | BLANCHE: Are you upset because you don't know what to do about Al?,"DOROTHY: No, she I supset because Jimmy Swaager can't cover his motel bill",1,speaker: but i am still upset.. speaker: are you upset because you don't know what to do about al?
ROSE: How would I know if they fog up?,"DOROTHY: The little man who lives in there, who turns the light on and off will tell you.",1,speaker: how would i know if they fog up?
"LEONARD: Hey. | PENNY: Hey. | LEONARD: A little mood lighting, huh?","PENNY: When I didn't pay my bill, the Department of Water and Power thought I would enjoy the ambience.",1,"speaker: hey.. speaker: hey.. speaker: a little mood lighting, huh?"
"PENNY: My God, she didn't! | LEONARD: What could she possibly be talking about for so long?","SHELDON: Obviously, waitressing at The Cheese Cake Factory is a complex socio-economic activity that requires a great deal of analysis and planning.",1,"speaker: my god, she didn't!. speaker: what could she possibly be talking about for so long?"
"RACHEL: Okay, well then how about a handshake? Oh God I'm sorry! Oh God, I'm sorry!","RACHEL: I did not mean to touch that,I mean",0,"speaker: okay, well then how about a handshake? oh god i'm sorry! oh god, i'm sorry!"
"CHANDLER: I can't figure this out! It's so hard! Should I get her a  Tiffany cut or a Princess cut or a,ah-ah!",CHANDLER: Paper cut!,0,"speaker: i can't figure this out! it's so hard! should i get her a tiffany cut or a princess cut or a,ah-ah!"
JOEY: Hey | CHANDLER: Hey,"CHANDLER: You know once you are inside, you don't have to knock anymore.",1,speaker: hey. speaker: hey
"CHANDLER: Oh, uh, I... don't... care. Ok, now, remember, no trading. You get the pretty one, I get the mess.","PERSON: Hi, Joey. Well well, look what you brought. Very nice.",0,"speaker: oh, uh, i... don't... care. ok, now, remember, no trading. you get the pretty one, i get the mess."
RACHEL: Hey Chandler? Monica just broke my sea-shell lamp.,CHANDLER: Me? I am gonna die alone!,1,speaker: hey chandler? monica just broke my sea-shell lamp.
"JOEY: Uhh, well I've got an audition down the street and I spilled sauce all over the front of my shirt.  You got an extra one? | RACHEL: Yeah, sure. Umm .. here. | JOEY: Great.  You got anything that's not","RACHEL: Yeah, I don't think so Joe.",0,"speaker: uhh, well i've got an audition down the street and i spilled sauce all over the front of my shirt. you got an extra one?. speaker: yeah, sure. umm .. here.. speaker: great. you got anything that's not"
"MONICA: Hey guys, what should I wear to a Nick's game?",CHANDLER: A tshirt that says - I don't belong here.,1,"speaker: hey guys, what should i wear to a nick's game?"
"MONICA: Oh, about five minutes. Right now they're interviewing his opponent. Apparently he trains by going to Iran and pulling the arms off thieves. | ROSS: Hot dog? | MONICA: Four, please. I'm really nervous. Thank you.","PHOEBE: So Ross, how umm, how did it go with Bonnie?",0,"speaker: oh, about five minutes. right now they're interviewing his opponent. apparently he trains by going to iran and pulling the arms off thieves.. speaker: hot dog?. speaker: four, please. i'm really nervous. thank you."
"PENNY: Come on. I think it's nice that Captain Sweatpants showed up to your art opening. | PERSON: Yeah, it would have been nicer if he hadn't touched all the cheese. | PENNY: You know, it's kind of early.
Do you want to maybe come in for some coffee? | PERSON: Gee, it's a little late for coffee, isn't it?","PENNY: You think ""coffee,"" means coffee. That is so sweet.",1,"speaker: come on. i think it's nice that captain sweatpants showed up to your art opening.. speaker: yeah, it would have been nicer if he hadn't touched all the cheese.. speaker: you know, it's kind of early. do you want to maybe come in for some coffee?. speaker: gee, it's a little late for coffee, isn't it?"
"PENNY: What exactly do you think goes on here? | SHELDON: Well...
conversations that you wouldn't be comfortable having in front of the opposite sex. | SHELDON: You know, who has the best cervix. | SHELDON: Which sanitary napkin is all the rage right now. | SHELDON: Men's buttocks, and how you want to pat and squeeze them. | BERNADETTE: We were talking about Penny's job.","SHELDON: And how difficult it is to do when she's bloated, cranky and crampy?",0,"speaker: what exactly do you think goes on here?. speaker: well... conversations that you wouldn't be comfortable having in front of the opposite sex.. speaker: you know, who has the best cervix.. speaker: which sanitary napkin is all the rage right now.. speaker: men's buttocks, and how you want to pat and squeeze them.. speaker: we were talking about penny's job."
"CHANDLER: You know what I knew something like this is gonna happen | MONICA: What are you doing? Chandler, you can't just go back a phase","CHANDLER: Yes you can. You're thinking about time, you can't go back in time.",0,"speaker: you know what i knew something like this is gonna happen. speaker: what are you doing? chandler, you can't just go back a phase"
"CHANDLER: Your tailor, is a very bad man. | JOEY: Frankie what are you talking about? | ROSS: Hey, whats going on? | CHANDLER: Joey' trailer took advantage of me | JOEY: No way, I have been going to the guy for twelve years | CHANDLER: Oh c'mon, he said he was gonna do my inseam, then he ran his hand, up my leg and then there was definite | ROSS: What? | CHANDLER: Cupping. | JOEY: That's how they do pants. First they go up they move it over, then they go up the other side and move it back, then they do the rear. What? Ross will you tell them? Isn't that how a tailor measures ?",ROSS: Yes yes it is! In Prison!!,1,"speaker: your tailor, is a very bad man.. speaker: frankie what are you talking about?. speaker: hey, whats going on?. speaker: joey' trailer took advantage of me. speaker: no way, i have been going to the guy for twelve years. speaker: oh c'mon, he said he was gonna do my inseam, then he ran his hand, up my leg and then there was definite. speaker: what?. speaker: cupping.. speaker: that's how they do pants. first they go up they move it over, then they go up the other side and move it back, then they do the rear. what? ross will you tell them? isn't that how a tailor measures ?"
"CHANDLER: How many times have I told you guys, you | MONICA: Hi Chandler. | CHANDLER: Hey!","MONICA: Uh, listen, I need that broiling pan that Joey borrowed the other day.",0,"speaker: how many times have i told you guys, you. speaker: hi chandler.. speaker: hey!"
LEONARD: Can you open this for me? | RAJ: Can I see your stitches? | LEONARD: Sure.,RAJ: Answering the question once and for all why Wolowitz bailed out of medical school.,0,speaker: can you open this for me?. speaker: can i see your stitches?. speaker: sure.
"CHANDLER: Hi, excuse me, is Rachel Green here? I'm supposed to meet her for lunch. | PERSON: Oh she doesn't come here anymore. You can find her up on 10th. | CHANDLER: Okay great.",CHANDLER: I'll catch you guys later.,0,"speaker: hi, excuse me, is rachel green here? i'm supposed to meet her for lunch.. speaker: oh she doesn't come here anymore. you can find her up on 10th.. speaker: okay great."
"SHELDON: Pastries such as bear claws? | PENNY: Yeah, sure. | SHELDON: I don't like bear claws. | PERSON: Hey, Penny. | PERSON: Dumbass. | SHELDON: Leslie Winkle. | SHELDON: Of all the overrated physicists in all the labs in all the world, why does it have to be Leslie Winkle? | PENNY: They have a lot in common. I mean, they're both scientists.","SHELDON: Oh, please. The only way she could make a contribution to science would be if they resumed sending chimps into space.",1,"speaker: pastries such as bear claws?. speaker: yeah, sure.. speaker: i don't like bear claws.. speaker: hey, penny.. speaker: dumbass.. speaker: leslie winkle.. speaker: of all the overrated physicists in all the labs in all the world, why does it have to be leslie winkle?. speaker: they have a lot in common. i mean, they're both scientists."
"ROSS: Yeah, I know, it's my birthday. We all should be here. | CHANDLER: So, let's go. | ROSS: Well maybe, you know, maybe we should stay for one song.","CHANDLER: Yeah, I mean, it would be rude to them for us to leave now.",1,"speaker: yeah, i know, it's my birthday. we all should be here.. speaker: so, let's go.. speaker: well maybe, you know, maybe we should stay for one song."
"CHANDLER: Rach rach, we gotta settle | RACHEL: Settle what?","CHANDLER: The Jamestown colony of Virginia. You see King George is giving us the land, so.",1,"speaker: rach rach, we gotta settle. speaker: settle what?"
"PHOEBE: It's just y'know, been a couple of hours, and she hasn't called. Not that I even care, y'know. | MONICA: Phoebe why don't you just call her? You obviously want to. | PHOEBE: You think you know me so well.","MONICA: Well, don't  'cha wanna?",0,"speaker: it's just y'know, been a couple of hours, and she hasn't called. not that i even care, y'know.. speaker: phoebe why don't you just call her? you obviously want to.. speaker: you think you know me so well."
ROSS: Ok it was just me and her at the back of the train and I sat at the door so she had to pass by me if she like to switch cars. She was totally at my mercy.,CHANDLER: Were you so late because you were burying this woman?,1,speaker: ok it was just me and her at the back of the train and i sat at the door so she had to pass by me if she like to switch cars. she was totally at my mercy.
"BLANCHE: They are ain't here yet | DOROTHY: No, but they should be any minute | ROSE: You seem a little nervous. | DOROTHY: Oh you're sure I am | ROSE: Are you nervous cause you haven't met Michael's fiancee?","DOROTHY: No Rose, I am nervous because Sonny Bono gets elected mayor of Palm Springs, he is gonna make all the postmens wear leather bell bottoms and a fur vest.",1,"speaker: they are ain't here yet. speaker: no, but they should be any minute. speaker: you seem a little nervous.. speaker: oh you're sure i am. speaker: are you nervous cause you haven't met michael's fiancee?"
BLANCHE: Have you found her?,"DOROTHY: Oh yes Blanche, about a half hour ago. But now I have hidden her again so you can find her.",1,speaker: have you found her?
"JOEY: Hey! Hey! What are you guys doing up? | CHANDLER: Oh, we wanted to finish the crossword before we went to bed.","CHANDLER: Hey, do you know a six-letter word for red?",0,"speaker: hey! hey! what are you guys doing up?. speaker: oh, we wanted to finish the crossword before we went to bed."
"SHELDON: Hello. | SHELDON: Uh, four glasses of water, please. | SHELDON: Anything for you guys? | LEONARD: Can I use your phone? 
Our car got stolen.",PERSON: Why don't you ask Scotty to beam you up?,1,"speaker: hello.. speaker: uh, four glasses of water, please.. speaker: anything for you guys?. speaker: can i use your phone? our car got stolen."
"JOEY: What are you doing? | CHANDLER: Key is stuck in the lock. | JOEY: I could fix it hold on hold on, watch out watch out. | CHANDLER: It still doesn't work! | JOEY: I am not finished.","CHANDLER: Nice jon Joe, you are quite the craftsman!",1,"speaker: what are you doing?. speaker: key is stuck in the lock.. speaker: i could fix it hold on hold on, watch out watch out.. speaker: it still doesn't work!. speaker: i am not finished."
"PHOEBE: Hi! | JOEY: Hey! | JOEY: Uh, Pheebs, about your mom...",PHOEBE: Yeah?,0,"speaker: hi!. speaker: hey!. speaker: uh, pheebs, about your mom..."
"RACHEL: Yes! And he said really mean things that were only partly true. | JOEY: I'm gonna go down there and teach that guy a lesson. | MONICA: Joey, please don't do that. I think it's best that we just forget about it.","RACHEL: That's easy for you to say, you weren't almost just killed.",1,"speaker: yes! and he said really mean things that were only partly true.. speaker: i'm gonna go down there and teach that guy a lesson.. speaker: joey, please don't do that. i think it's best that we just forget about it."
"RAJ: Oh, look at you.
You, you look like you grew. | HOWARD: Yeah.
The lack of gravity did decompress my spine, so I'm like an inch and a half taller. | HOWARD: I'm going to the DMV tomorrow to get my license changed before I shrink back. | RAJ: Oh, uh, come in, come in. | RAJ: Oh, I, uh, I didn't think I was going to get to see you until tomorrow.","HOWARD: Yeah, well, Bernadette's a little under the weather and my mom's kind of under my dentist.",0,"speaker: oh, look at you. you, you look like you grew.. speaker: yeah. the lack of gravity did decompress my spine, so i'm like an inch and a half taller.. speaker: i'm going to the dmv tomorrow to get my license changed before i shrink back.. speaker: oh, uh, come in, come in.. speaker: oh, i, uh, i didn't think i was going to get to see you until tomorrow."
SCOTT: Alright! Definitely!,MEMBER-GIRL: Sarcasm? At a sarcasmoholics meeting?,1,speaker: alright! definitely!
"HOWARD: he used to... take me to the comic book store. | HOWARD: It was one of the few things we did together. | BERNADETTE: Oh. Howie, I had no idea. | HOWARD: Well, I don't... like to talk about it. | BERNADETTE: Oh, baby. 
That story's made up, isn't it?",HOWARD: That's how much buying a comic book store means to me.,0,"speaker: he used to... take me to the comic book store.. speaker: it was one of the few things we did together.. speaker: oh. howie, i had no idea.. speaker: well, i don't... like to talk about it.. speaker: oh, baby. that story's made up, isn't it?"
"AMY: I enjoyed it. When you told me I was going to be ""losing my virginity,"" I didn't think you meant showing me Raiders of the Lost Ark  for the first time. | SHELDON: My apologies. I chose my words poorly.
I should have said you were about to have your world rocked on my couch. | SHELDON: Anyway, thank you for watching it.
It's one of my all-time favorites.",AMY: It was very entertaining... despite the glaring story problem.,1,"speaker: i enjoyed it. when you told me i was going to be ""losing my virginity,"" i didn't think you meant showing me raiders of the lost ark for the first time.. speaker: my apologies. i chose my words poorly. i should have said you were about to have your world rocked on my couch.. speaker: anyway, thank you for watching it. it's one of my all-time favorites."
"LEONARD: Here we go. Pad thai, no peanuts. | HOWARD: But does it have peanut oil? | LEONARD: I'm not sure. Everyone keep an eye on Howard in case he starts to swell up.","SHELDON: Since it's not bee season, you can have my epinephrine.",0,"speaker: here we go. pad thai, no peanuts.. speaker: but does it have peanut oil?. speaker: i'm not sure. everyone keep an eye on howard in case he starts to swell up."
"SHELDON: When I was a little boy and got sick, which was most of the time, my mother would read it to me. | SHELDON: It's about an Indian princess who befriends a monkey who was mocked by all the other monkeys because he was different. | SHELDON: For some reason, I related to it quite strongly. | PENNY: I know the reason. | LEONARD: We all know the reason. | LEONARD: Sheldon, what are you getting at?",SHELDON: That woman looks exactly like the pictures of Princess Panchali in the book. How often does one see a beloved fictional character come to life?,0,"speaker: when i was a little boy and got sick, which was most of the time, my mother would read it to me.. speaker: it's about an indian princess who befriends a monkey who was mocked by all the other monkeys because he was different.. speaker: for some reason, i related to it quite strongly.. speaker: i know the reason.. speaker: we all know the reason.. speaker: sheldon, what are you getting at?"
"SHELDON: Or maybe she just doesn't want to talk. | RAJ: Look, I found an iPod! | HOWARD: It's smashed beyond repair. What are you gonna do with it?","RAJ: What else? Sell it on eBay as ""slightly used.""",0,"speaker: or maybe she just doesn't want to talk.. speaker: look, i found an ipod!. speaker: it's smashed beyond repair. what are you gonna do with it?"
MONICA: And the boots don't really go with it.,"CHANDLER: You said you spent all that money because those boots go with skirts, dresses and pants. What do you plan on wearing? A Chicken suit?",1,speaker: and the boots don't really go with it.
"PENNY: This is amazing.
How did you even get this idea? | LEONARD: I called your dad.
I asked him what things you liked to do when you were a kid. | LEONARD: This seemed easier than getting a cow out here so you could tip it. | PENNY: Okay, you're kind of really great.",LEONARD: You mean for a person whose neck massages feel like an eagle is trying to carry you to its nest?,1,"speaker: this is amazing. how did you even get this idea?. speaker: i called your dad. i asked him what things you liked to do when you were a kid.. speaker: this seemed easier than getting a cow out here so you could tip it.. speaker: okay, you're kind of really great."
"PERSON: Uh, listen, Penny, before you start, I just want to apologize for being so rude the other day in my office. | PENNY: No, no. No need to apologize. | RAJ: Excuse me, can I say something? | RAJ: I just love both you guys, and I want you to get along. | RAJ: And when I say love"" I meant as a friend.
And, uh, way too soon, right?","PENNY: Okay, sit down. Listen, Emily, what happened between me and Raj was a long time ago. It was,",0,"speaker: uh, listen, penny, before you start, i just want to apologize for being so rude the other day in my office.. speaker: no, no. no need to apologize.. speaker: excuse me, can i say something?. speaker: i just love both you guys, and i want you to get along.. speaker: and when i say love"" i meant as a friend. and, uh, way too soon, right?"
"ROSS: So theoretically we could download our thoughts and our memories into this computer... ... | PERSON: and live forever as a machine! | ROSS: That's so Janine, you-you-you know what, do you know we're doing right now?","ROSS: You and I, we're interfacing.",0,"speaker: so theoretically we could download our thoughts and our memories into this computer... .... speaker: and live forever as a machine!. speaker: that's so janine, you-you-you know what, do you know we're doing right now?"
"PERSON: Oh, I must've said that after you left. | RACHEL: Said what? Exactly. | PERSON: That you enjoyed the occasional drink .. ing binge.","RACHEL: Oh my God!! Ohh, that is it! I'm leaving! You are just a horrible person!",0,"speaker: oh, i must've said that after you left.. speaker: said what? exactly.. speaker: that you enjoyed the occasional drink .. ing binge."
"LEONARD: Yes, I live with him.
I don't... I-I really don't know why. | LEONARD: Tonight? Sure, that'd be great. Okay, I'll see you then. Bye. | LEONARD: She wants to have dinner and talk about my research.","SHELDON: An entire dinner to talk about your research? Where you going, the drive-thru at Jack in the Box?",1,"speaker: yes, i live with him. i don't... i-i really don't know why.. speaker: tonight? sure, that'd be great. okay, i'll see you then. bye.. speaker: she wants to have dinner and talk about my research."
CHANDLER: Hey!,CHANDLER: That monkey has got a Ross on its ass!,1,speaker: hey!
"PERSON: Thank you for driving me back to my hotel. | PENNY: Oh,it's not a problem.","PERSON: I was going to ask Leonard to do it, but he seemed a bit emotionally unstable and you don't want someone like that operating heavy machinery.",0,"speaker: thank you for driving me back to my hotel.. speaker: oh,it's not a problem."
"HOWARD: It's smashed beyond repair. What are you gonna do with it? | RAJ: What else? Sell it on eBay as ""slightly used."" | LEONARD: It was Penny's boyfriend's, they broke up. | HOWARD: Apparently, he posted intimate details of their physical relationship on his blog which I cannot find anywhere. | LEONARD: I'm gonna go back and try talking to her again.","HOWARD: Good idea, sit with her. Hold her, comfort her. And if the moment feels right, see if you can cop a feel.",1,"speaker: it's smashed beyond repair. what are you gonna do with it?. speaker: what else? sell it on ebay as ""slightly used."". speaker: it was penny's boyfriend's, they broke up.. speaker: apparently, he posted intimate details of their physical relationship on his blog which i cannot find anywhere.. speaker: i'm gonna go back and try talking to her again."
"PERSON: Sophia was discharged, is she here?","DOROTHY: No, I haven't taken her out of the trunk of the car yet.",1,"speaker: sophia was discharged, is she here?"
PHOEBE: That's a good one. Mine is to pilot a commercial jet.,"CHANDLER: ThatÕs a good one too Pheebs, now all that I have to do is find a plane load of people whose resolution is to plummet to their deaths",1,speaker: that's a good one. mine is to pilot a commercial jet.
"RACHEL: All right! Ross, do you think it's easy for me to see you with somebody else? | ROSS: Y'know, hey! You're the one who ended it, remember? | RACHEL: Yeah, because I was",ROSS: You still love me?,0,"speaker: all right! ross, do you think it's easy for me to see you with somebody else?. speaker: y'know, hey! you're the one who ended it, remember?. speaker: yeah, because i was"
