context,text,label,preprocessed
"SHELDON: That's why Leonard does it. | PENNY: Okay, I just have one question. What exactly are sub-atomic particles? | SHELDON: A good question. | PENNY: Thank you. | SHELDON: And to answer it, we first must ask ourselves: ""What is physics?"" Oh, balls. It's a warm summer evening in ancient Greece.","HOWARD: Okay, I got a bone to pick with you.",0,"SPEAKER: That's why Leonard does it.
SPEAKER: Okay, I just have one question. What exactly are sub-atomic particles?
SPEAKER: A good question.
SPEAKER: Thank you.
SPEAKER: And to answer it, we first must ask ourselves: ""What is physics?"" Oh, balls. It's a warm summer evening in ancient Greece."
"PHOEBE: Oh so pretty, this must have cost him a fortune. | CHANDLER: Oh c'mon Ross, remember back in college when he fell in love with Carol and bought the ridiculosly expensive crustal duck? | RACHEL: What did you just say? | CHANDLER: Crustal duck. | RACHEL: No, no, no, the love part? Oh my god!","JOEY: ThatÕs good, just keep rubbing your head. That will turn back time",1,"SPEAKER: Oh so pretty, this must have cost him a fortune.
SPEAKER: Oh c'mon Ross, remember back in college when he fell in love with Carol and bought the ridiculosly expensive crustal duck?
SPEAKER: What did you just say?
SPEAKER: Crustal duck.
SPEAKER: No, no, no, the love part? Oh my god!"
"MODERATOR: Scott scott come back. You have to realize that we are a bunch of people with severe problems. | MODERATOR: We have been trying to help ourselves, just like you have been trying to help yourself. | MODERATOR: That's why we need to help each other. | MODERATOR: I mean, you seem like a decent guy.",MODERATOR: And I am sure every person here really really wants you to join our group.,1,"SPEAKER: Scott scott come back. You have to realize that we are a bunch of people with severe problems.
SPEAKER: We have been trying to help ourselves, just like you have been trying to help yourself.
SPEAKER: That's why we need to help each other.
SPEAKER: I mean, you seem like a decent guy."
CHANDLER: Could you want her more? | ROSS: Who?,CHANDLER: Dee. The sarcastic sister from What's Happening.,1,"SPEAKER: Could you want her more?
SPEAKER: Who?"
"CHANDLER: What what? | JOEY: Hey, shaving?","CHANDLER: No, rabies.",1,"SPEAKER: What what?
SPEAKER: Hey, shaving?"
"RAJ: Here you go. | HOWARD: Great. Come on in. | RAJ: What, you don't say thank you? | HOWARD: It's my suitcase.
I lent it to you two years ago. | RAJ: Well, then, I should tell you I broke the wheel and the handle. | RAJ: So, is everyone from Bernadette's company going to Vegas?","HOWARD: No, just me, her and a couple of the big wigs. It's part of a bonus she got.",0,"SPEAKER: Here you go.
SPEAKER: Great. Come on in.
SPEAKER: What, you don't say thank you?
SPEAKER: It's my suitcase. I lent it to you two years ago.
SPEAKER: Well, then, I should tell you I broke the wheel and the handle.
SPEAKER: So, is everyone from Bernadette's company going to Vegas?"
"AMY: Oh... then I choose a janitor.
'Cause I'm about to throw up. | LEONARD: I'm in love.
Let's do something else. | RAJ: Ooh, uh, Emily gets off work soon.
Why don't the four of us go out? | AMY: Okay. Sounds good. | LEONARD: Should we call Howard and Bernadette? | RAJ: I don't know what time their plane gets in, but let me, let me shoot them a text. | AMY: Did he say anything about the funeral?","RAJ: Not much, but he seemed to be in a pretty good place.",0,"SPEAKER: Oh... then I choose a janitor. 'Cause I'm about to throw up.
SPEAKER: I'm in love. Let's do something else.
SPEAKER: Ooh, uh, Emily gets off work soon. Why don't the four of us go out?
SPEAKER: Okay. Sounds good.
SPEAKER: Should we call Howard and Bernadette?
SPEAKER: I don't know what time their plane gets in, but let me, let me shoot them a text.
SPEAKER: Did he say anything about the funeral?"
"LEONARD: Robot girlfriend. | HOWARD: Mm, that was mine. | LEONARD: Robot prostitute. | HOWARD: Also mine. | SHELDON: Wait. I'm confused. 
Why would you need both a robot girlfriend and a robot prostitute? | HOWARD: There's just some things you don't do with your robot girlfriend.
Boy, when you met Bernadette,","RAJ: Boy, when you met Bernadette, the field of robotics really took a hit.",1,"SPEAKER: Robot girlfriend.
SPEAKER: Mm, that was mine.
SPEAKER: Robot prostitute.
SPEAKER: Also mine.
SPEAKER: Wait. I'm confused. Why would you need both a robot girlfriend and a robot prostitute?
SPEAKER: There's just some things you don't do with your robot girlfriend. Boy, when you met Bernadette,"
ROSE: But I am still upset. | BLANCHE: Are you upset because you don't know what to do about Al?,"DOROTHY: No, she I supset because Jimmy Swaager can't cover his motel bill",1,"SPEAKER: But I am still upset.
SPEAKER: Are you upset because you don't know what to do about Al?"
ROSE: How would I know if they fog up?,"DOROTHY: The little man who lives in there, who turns the light on and off will tell you.",1,SPEAKER: How would I know if they fog up?
"LEONARD: Hey. | PENNY: Hey. | LEONARD: A little mood lighting, huh?","PENNY: When I didn't pay my bill, the Department of Water and Power thought I would enjoy the ambience.",1,"SPEAKER: Hey.
SPEAKER: Hey.
SPEAKER: A little mood lighting, huh?"
"PENNY: My God, she didn't! | LEONARD: What could she possibly be talking about for so long?","SHELDON: Obviously, waitressing at The Cheese Cake Factory is a complex socio-economic activity that requires a great deal of analysis and planning.",1,"SPEAKER: My God, she didn't!
SPEAKER: What could she possibly be talking about for so long?"
"RACHEL: Okay, well then how about a handshake? Oh God I'm sorry! Oh God, I'm sorry!","RACHEL: I did not mean to touch that,I mean",0,"SPEAKER: Okay, well then how about a handshake? Oh God I'm sorry! Oh God, I'm sorry!"
"CHANDLER: I can't figure this out! It's so hard! Should I get her a  Tiffany cut or a Princess cut or a,ah-ah!",CHANDLER: Paper cut!,0,"SPEAKER: I can't figure this out! It's so hard! Should I get her a Tiffany cut or a Princess cut or a,ah-ah!"
JOEY: Hey | CHANDLER: Hey,"CHANDLER: You know once you are inside, you don't have to knock anymore.",1,"SPEAKER: Hey
SPEAKER: Hey"
"CHANDLER: Oh, uh, I... don't... care. Ok, now, remember, no trading. You get the pretty one, I get the mess.","PERSON: Hi, Joey. Well well, look what you brought. Very nice.",0,"SPEAKER: Oh, uh, I... don't... care. Ok, now, remember, no trading. You get the pretty one, I get the mess."
RACHEL: Hey Chandler? Monica just broke my sea-shell lamp.,CHANDLER: Me? I am gonna die alone!,1,SPEAKER: Hey Chandler? Monica just broke my sea-shell lamp.
"JOEY: Uhh, well I've got an audition down the street and I spilled sauce all over the front of my shirt.  You got an extra one? | RACHEL: Yeah, sure. Umm .. here. | JOEY: Great.  You got anything that's not","RACHEL: Yeah, I don't think so Joe.",0,"SPEAKER: Uhh, well I've got an audition down the street and I spilled sauce all over the front of my shirt. You got an extra one?
SPEAKER: Yeah, sure. Umm .. here.
SPEAKER: Great. You got anything that's not"
"MONICA: Hey guys, what should I wear to a Nick's game?",CHANDLER: A tshirt that says - I don't belong here.,1,"SPEAKER: Hey guys, what should I wear to a Nick's game?"
"MONICA: Oh, about five minutes. Right now they're interviewing his opponent. Apparently he trains by going to Iran and pulling the arms off thieves. | ROSS: Hot dog? | MONICA: Four, please. I'm really nervous. Thank you.","PHOEBE: So Ross, how umm, how did it go with Bonnie?",0,"SPEAKER: Oh, about five minutes. Right now they're interviewing his opponent. Apparently he trains by going to Iran and pulling the arms off thieves.
SPEAKER: Hot dog?
SPEAKER: Four, please. I'm really nervous. Thank you."
"PENNY: Come on. I think it's nice that Captain Sweatpants showed up to your art opening. | PERSON: Yeah, it would have been nicer if he hadn't touched all the cheese. | PENNY: You know, it's kind of early.
Do you want to maybe come in for some coffee? | PERSON: Gee, it's a little late for coffee, isn't it?","PENNY: You think ""coffee,"" means coffee. That is so sweet.",1,"SPEAKER: Come on. I think it's nice that Captain Sweatpants showed up to your art opening.
SPEAKER: Yeah, it would have been nicer if he hadn't touched all the cheese.
SPEAKER: You know, it's kind of early. Do you want to maybe come in for some coffee?
SPEAKER: Gee, it's a little late for coffee, isn't it?"
"PENNY: What exactly do you think goes on here? | SHELDON: Well...
conversations that you wouldn't be comfortable having in front of the opposite sex. | SHELDON: You know, who has the best cervix. | SHELDON: Which sanitary napkin is all the rage right now. | SHELDON: Men's buttocks, and how you want to pat and squeeze them. | BERNADETTE: We were talking about Penny's job.","SHELDON: And how difficult it is to do when she's bloated, cranky and crampy?",0,"SPEAKER: What exactly do you think goes on here?
SPEAKER: Well... conversations that you wouldn't be comfortable having in front of the opposite sex.
SPEAKER: You know, who has the best cervix.
SPEAKER: Which sanitary napkin is all the rage right now.
SPEAKER: Men's buttocks, and how you want to pat and squeeze them.
SPEAKER: We were talking about Penny's job."
"CHANDLER: You know what I knew something like this is gonna happen | MONICA: What are you doing? Chandler, you can't just go back a phase","CHANDLER: Yes you can. You're thinking about time, you can't go back in time.",0,"SPEAKER: You know what I knew something like this is gonna happen
SPEAKER: What are you doing? Chandler, you can't just go back a phase"
"CHANDLER: Your tailor, is a very bad man. | JOEY: Frankie what are you talking about? | ROSS: Hey, whats going on? | CHANDLER: Joey' trailer took advantage of me | JOEY: No way, I have been going to the guy for twelve years | CHANDLER: Oh c'mon, he said he was gonna do my inseam, then he ran his hand, up my leg and then there was definite | ROSS: What? | CHANDLER: Cupping. | JOEY: That's how they do pants. First they go up they move it over, then they go up the other side and move it back, then they do the rear. What? Ross will you tell them? Isn't that how a tailor measures ?",ROSS: Yes yes it is! In Prison!!,1,"SPEAKER: Your tailor, is a very bad man.
SPEAKER: Frankie what are you talking about?
SPEAKER: Hey, whats going on?
SPEAKER: Joey' trailer took advantage of me
SPEAKER: No way, I have been going to the guy for twelve years
SPEAKER: Oh c'mon, he said he was gonna do my inseam, then he ran his hand, up my leg and then there was definite
SPEAKER: What?
SPEAKER: Cupping.
SPEAKER: That's how they do pants. First they go up they move it over, then they go up the other side and move it back, then they do the rear. What? Ross will you tell them? Isn't that how a tailor measures ?"
"CHANDLER: How many times have I told you guys, you | MONICA: Hi Chandler. | CHANDLER: Hey!","MONICA: Uh, listen, I need that broiling pan that Joey borrowed the other day.",0,"SPEAKER: How many times have I told you guys, you
SPEAKER: Hi Chandler.
SPEAKER: Hey!"
LEONARD: Can you open this for me? | RAJ: Can I see your stitches? | LEONARD: Sure.,RAJ: Answering the question once and for all why Wolowitz bailed out of medical school.,0,"SPEAKER: Can you open this for me?
SPEAKER: Can I see your stitches?
SPEAKER: Sure."
"CHANDLER: Hi, excuse me, is Rachel Green here? I'm supposed to meet her for lunch. | PERSON: Oh she doesn't come here anymore. You can find her up on 10th. | CHANDLER: Okay great.",CHANDLER: I'll catch you guys later.,0,"SPEAKER: Hi, excuse me, is Rachel Green here? I'm supposed to meet her for lunch.
SPEAKER: Oh she doesn't come here anymore. You can find her up on 10th.
SPEAKER: Okay great."
"SHELDON: Pastries such as bear claws? | PENNY: Yeah, sure. | SHELDON: I don't like bear claws. | PERSON: Hey, Penny. | PERSON: Dumbass. | SHELDON: Leslie Winkle. | SHELDON: Of all the overrated physicists in all the labs in all the world, why does it have to be Leslie Winkle? | PENNY: They have a lot in common. I mean, they're both scientists.","SHELDON: Oh, please. The only way she could make a contribution to science would be if they resumed sending chimps into space.",1,"SPEAKER: Pastries such as bear claws?
SPEAKER: Yeah, sure.
SPEAKER: I don't like bear claws.
SPEAKER: Hey, Penny.
SPEAKER: Dumbass.
SPEAKER: Leslie Winkle.
SPEAKER: Of all the overrated physicists in all the labs in all the world, why does it have to be Leslie Winkle?
SPEAKER: They have a lot in common. I mean, they're both scientists."
"ROSS: Yeah, I know, it's my birthday. We all should be here. | CHANDLER: So, let's go. | ROSS: Well maybe, you know, maybe we should stay for one song.","CHANDLER: Yeah, I mean, it would be rude to them for us to leave now.",1,"SPEAKER: Yeah, I know, it's my birthday. We all should be here.
SPEAKER: So, let's go.
SPEAKER: Well maybe, you know, maybe we should stay for one song."
"CHANDLER: Rach rach, we gotta settle | RACHEL: Settle what?","CHANDLER: The Jamestown colony of Virginia. You see King George is giving us the land, so.",1,"SPEAKER: Rach rach, we gotta settle
SPEAKER: Settle what?"
"PHOEBE: It's just y'know, been a couple of hours, and she hasn't called. Not that I even care, y'know. | MONICA: Phoebe why don't you just call her? You obviously want to. | PHOEBE: You think you know me so well.","MONICA: Well, don't  'cha wanna?",0,"SPEAKER: It's just y'know, been a couple of hours, and she hasn't called. Not that I even care, y'know.
SPEAKER: Phoebe why don't you just call her? You obviously want to.
SPEAKER: You think you know me so well."
ROSS: Ok it was just me and her at the back of the train and I sat at the door so she had to pass by me if she like to switch cars. She was totally at my mercy.,CHANDLER: Were you so late because you were burying this woman?,1,SPEAKER: Ok it was just me and her at the back of the train and I sat at the door so she had to pass by me if she like to switch cars. She was totally at my mercy.
"BLANCHE: They are ain't here yet | DOROTHY: No, but they should be any minute | ROSE: You seem a little nervous. | DOROTHY: Oh you're sure I am | ROSE: Are you nervous cause you haven't met Michael's fiancee?","DOROTHY: No Rose, I am nervous because Sonny Bono gets elected mayor of Palm Springs, he is gonna make all the postmens wear leather bell bottoms and a fur vest.",1,"SPEAKER: They are ain't here yet
SPEAKER: No, but they should be any minute
SPEAKER: You seem a little nervous.
SPEAKER: Oh you're sure I am
SPEAKER: Are you nervous cause you haven't met Michael's fiancee?"
BLANCHE: Have you found her?,"DOROTHY: Oh yes Blanche, about a half hour ago. But now I have hidden her again so you can find her.",1,SPEAKER: Have you found her?
"JOEY: Hey! Hey! What are you guys doing up? | CHANDLER: Oh, we wanted to finish the crossword before we went to bed.","CHANDLER: Hey, do you know a six-letter word for red?",0,"SPEAKER: Hey! Hey! What are you guys doing up?
SPEAKER: Oh, we wanted to finish the crossword before we went to bed."
"SHELDON: Hello. | SHELDON: Uh, four glasses of water, please. | SHELDON: Anything for you guys? | LEONARD: Can I use your phone? 
Our car got stolen.",PERSON: Why don't you ask Scotty to beam you up?,1,"SPEAKER: Hello.
SPEAKER: Uh, four glasses of water, please.
SPEAKER: Anything for you guys?
SPEAKER: Can I use your phone? Our car got stolen."
"JOEY: What are you doing? | CHANDLER: Key is stuck in the lock. | JOEY: I could fix it hold on hold on, watch out watch out. | CHANDLER: It still doesn't work! | JOEY: I am not finished.","CHANDLER: Nice jon Joe, you are quite the craftsman!",1,"SPEAKER: What are you doing?
SPEAKER: Key is stuck in the lock.
SPEAKER: I could fix it hold on hold on, watch out watch out.
SPEAKER: It still doesn't work!
SPEAKER: I am not finished."
"PHOEBE: Hi! | JOEY: Hey! | JOEY: Uh, Pheebs, about your mom...",PHOEBE: Yeah?,0,"SPEAKER: Hi!
SPEAKER: Hey!
SPEAKER: Uh, Pheebs, about your mom..."
"RACHEL: Yes! And he said really mean things that were only partly true. | JOEY: I'm gonna go down there and teach that guy a lesson. | MONICA: Joey, please don't do that. I think it's best that we just forget about it.","RACHEL: That's easy for you to say, you weren't almost just killed.",1,"SPEAKER: Yes! And he said really mean things that were only partly true.
SPEAKER: I'm gonna go down there and teach that guy a lesson.
SPEAKER: Joey, please don't do that. I think it's best that we just forget about it."
"RAJ: Oh, look at you.
You, you look like you grew. | HOWARD: Yeah.
The lack of gravity did decompress my spine, so I'm like an inch and a half taller. | HOWARD: I'm going to the DMV tomorrow to get my license changed before I shrink back. | RAJ: Oh, uh, come in, come in. | RAJ: Oh, I, uh, I didn't think I was going to get to see you until tomorrow.","HOWARD: Yeah, well, Bernadette's a little under the weather and my mom's kind of under my dentist.",0,"SPEAKER: Oh, look at you. You, you look like you grew.
SPEAKER: Yeah. The lack of gravity did decompress my spine, so I'm like an inch and a half taller.
SPEAKER: I'm going to the DMV tomorrow to get my license changed before I shrink back.
SPEAKER: Oh, uh, come in, come in.
SPEAKER: Oh, I, uh, I didn't think I was going to get to see you until tomorrow."
SCOTT: Alright! Definitely!,MEMBER-GIRL: Sarcasm? At a sarcasmoholics meeting?,1,SPEAKER: Alright! Definitely!
"HOWARD: he used to... take me to the comic book store. | HOWARD: It was one of the few things we did together. | BERNADETTE: Oh. Howie, I had no idea. | HOWARD: Well, I don't... like to talk about it. | BERNADETTE: Oh, baby. 
That story's made up, isn't it?",HOWARD: That's how much buying a comic book store means to me.,0,"SPEAKER: he used to... take me to the comic book store.
SPEAKER: It was one of the few things we did together.
SPEAKER: Oh. Howie, I had no idea.
SPEAKER: Well, I don't... like to talk about it.
SPEAKER: Oh, baby. That story's made up, isn't it?"
"AMY: I enjoyed it. When you told me I was going to be ""losing my virginity,"" I didn't think you meant showing me Raiders of the Lost Ark  for the first time. | SHELDON: My apologies. I chose my words poorly.
I should have said you were about to have your world rocked on my couch. | SHELDON: Anyway, thank you for watching it.
It's one of my all-time favorites.",AMY: It was very entertaining... despite the glaring story problem.,1,"SPEAKER: I enjoyed it. When you told me I was going to be ""losing my virginity,"" I didn't think you meant showing me Raiders of the Lost Ark for the first time.
SPEAKER: My apologies. I chose my words poorly. I should have said you were about to have your world rocked on my couch.
SPEAKER: Anyway, thank you for watching it. It's one of my all-time favorites."
"LEONARD: Here we go. Pad thai, no peanuts. | HOWARD: But does it have peanut oil? | LEONARD: I'm not sure. Everyone keep an eye on Howard in case he starts to swell up.","SHELDON: Since it's not bee season, you can have my epinephrine.",0,"SPEAKER: Here we go. Pad thai, no peanuts.
SPEAKER: But does it have peanut oil?
SPEAKER: I'm not sure. Everyone keep an eye on Howard in case he starts to swell up."
"SHELDON: When I was a little boy and got sick, which was most of the time, my mother would read it to me. | SHELDON: It's about an Indian princess who befriends a monkey who was mocked by all the other monkeys because he was different. | SHELDON: For some reason, I related to it quite strongly. | PENNY: I know the reason. | LEONARD: We all know the reason. | LEONARD: Sheldon, what are you getting at?",SHELDON: That woman looks exactly like the pictures of Princess Panchali in the book. How often does one see a beloved fictional character come to life?,0,"SPEAKER: When I was a little boy and got sick, which was most of the time, my mother would read it to me.
SPEAKER: It's about an Indian princess who befriends a monkey who was mocked by all the other monkeys because he was different.
SPEAKER: For some reason, I related to it quite strongly.
SPEAKER: I know the reason.
SPEAKER: We all know the reason.
SPEAKER: Sheldon, what are you getting at?"
"SHELDON: Or maybe she just doesn't want to talk. | RAJ: Look, I found an iPod! | HOWARD: It's smashed beyond repair. What are you gonna do with it?","RAJ: What else? Sell it on eBay as ""slightly used.""",0,"SPEAKER: Or maybe she just doesn't want to talk.
SPEAKER: Look, I found an iPod!
SPEAKER: It's smashed beyond repair. What are you gonna do with it?"
MONICA: And the boots don't really go with it.,"CHANDLER: You said you spent all that money because those boots go with skirts, dresses and pants. What do you plan on wearing? A Chicken suit?",1,SPEAKER: And the boots don't really go with it.
"PENNY: This is amazing.
How did you even get this idea? | LEONARD: I called your dad.
I asked him what things you liked to do when you were a kid. | LEONARD: This seemed easier than getting a cow out here so you could tip it. | PENNY: Okay, you're kind of really great.",LEONARD: You mean for a person whose neck massages feel like an eagle is trying to carry you to its nest?,1,"SPEAKER: This is amazing. How did you even get this idea?
SPEAKER: I called your dad. I asked him what things you liked to do when you were a kid.
SPEAKER: This seemed easier than getting a cow out here so you could tip it.
SPEAKER: Okay, you're kind of really great."
"PERSON: Uh, listen, Penny, before you start, I just want to apologize for being so rude the other day in my office. | PENNY: No, no. No need to apologize. | RAJ: Excuse me, can I say something? | RAJ: I just love both you guys, and I want you to get along. | RAJ: And when I say love"" I meant as a friend.
And, uh, way too soon, right?","PENNY: Okay, sit down. Listen, Emily, what happened between me and Raj was a long time ago. It was,",0,"SPEAKER: Uh, listen, Penny, before you start, I just want to apologize for being so rude the other day in my office.
SPEAKER: No, no. No need to apologize.
SPEAKER: Excuse me, can I say something?
SPEAKER: I just love both you guys, and I want you to get along.
SPEAKER: And when I say love"" I meant as a friend. And, uh, way too soon, right?"
"ROSS: So theoretically we could download our thoughts and our memories into this computer... ... | PERSON: and live forever as a machine! | ROSS: That's so Janine, you-you-you know what, do you know we're doing right now?","ROSS: You and I, we're interfacing.",0,"SPEAKER: So theoretically we could download our thoughts and our memories into this computer... ...
SPEAKER: and live forever as a machine!
SPEAKER: That's so Janine, you-you-you know what, do you know we're doing right now?"
"PERSON: Oh, I must've said that after you left. | RACHEL: Said what? Exactly. | PERSON: That you enjoyed the occasional drink .. ing binge.","RACHEL: Oh my God!! Ohh, that is it! I'm leaving! You are just a horrible person!",0,"SPEAKER: Oh, I must've said that after you left.
SPEAKER: Said what? Exactly.
SPEAKER: That you enjoyed the occasional drink .. ing binge."
